100 9900
70 65 7
70 66 5
70 67 10
70 68 6
70 69 3
70 71 1
70 72 2
70 73 7
70 74 6
70 75 2
70 76 2
70 77 4
70 78 9
70 79 5
70 80 5
70 81 4
70 82 4
70 83 7
70 84 2
70 85 3
70 86 7
70 87 1
70 88 5
70 89 10
70 90 1
70 91 5
70 92 3
70 93 7
70 94 5
70 95 5
70 96 3
70 97 4
70 98 4
70 99 7
71 0 7
71 1 4
71 2 8
71 3 8
71 4 2
71 5 2
71 6 1
71 7 6
71 8 10
71 9 4
71 10 2
71 11 9
71 12 9
71 13 4
71 14 7
71 15 7
71 16 6
71 17 6
71 18 1
71 19 10
71 20 4
71 21 6
71 22 2
71 23 5
71 24 2
71 25 3
71 26 2
71 27 6
71 28 8
71 29 6
71 30 5
71 31 7
71 32 3
71 33 5
71 34 6
71 35 5
71 36 3
71 37 6
71 38 8
71 39 5
71 40 5
71 41 9
71 42 6
71 43 1
71 44 4
71 45 5
71 46 3
71 47 3
71 48 6
71 49 3
71 50 5
71 51 8
71 52 9
71 53 9
71 54 3
71 55 6
71 56 4
71 57 8
71 58 6
71 59 9
71 60 8
71 61 6
71 62 3
71 63 2
71 64 10
71 65 7
71 66 5
71 67 9
71 68 10
71 69 10
71 70 3
71 72 5
71 73 3
71 74 7
71 75 8
71 76 4
71 77 5
71 78 2
71 79 1
71 80 1
71 81 10
71 82 3
71 83 1
71 84 7
71 85 1
71 86 8
71 87 9
71 88 9
71 89 7
71 90 3
71 91 10
71 92 4
71 93 3
71 94 2
71 95 10
71 96 5
71 97 10
71 98 9
71 99 8
72 0 9
72 1 1
72 2 7
72 3 10
72 4 8
72 5 8
72 6 5
72 7 9
72 8 1
72 9 10
72 10 3
72 11 9
72 12 5
72 13 9
72 14 4
72 15 10
72 16 9
72 17 8
72 18 6
72 19 7
72 20 10
72 21 8
72 22 9
72 23 5
72 24 6
72 25 4
72 26 3
72 27 10
72 28 6
72 29 3
72 30 10
72 31 3
72 32 4
72 33 6
72 34 4
72 35 2
72 36 9
72 37 7
72 38 6
72 39 2
72 40 6
72 41 4
72 42 3
72 43 2
72 44 8
72 45 9
72 46 10
72 47 9
72 48 10
72 49 1
72 50 4
72 51 1
72 52 6
72 53 10
72 54 8
72 55 5
72 56 5
72 57 3
72 58 8
72 59 1
72 60 8
72 61 4
72 62 8
72 63 2
72 64 4
72 65 2
72 66 3
72 67 1
72 68 9
72 69 8
72 70 6
72 71 6
72 73 10
72 74 1
72 75 10
72 76 10
72 77 2
72 78 8
72 79 4
72 80 4
72 81 9
72 82 1
72 83 7
72 84 9
72 85 3
72 86 4
72 87 10
72 88 9
72 89 9
72 90 4
72 91 3
72 92 6
72 93 8
72 94 3
72 95 9
72 96 8
72 97 6
72 98 8
72 99 10
73 0 1
73 1 3
73 2 1
73 3 2
73 4 10
73 5 1
73 6 1
73 7 1
73 8 2
73 9 3
73 10 3
73 11 7
73 12 7
73 13 8
73 14 3
73 15 7
73 16 3
73 17 1
73 18 4
73 19 5
73 20 4
73 21 4
73 22 1
73 23 1
73 24 9
73 25 8
73 26 6
73 27 3
73 28 2
73 29 9
73 30 7
73 31 6
73 32 6
73 33 8
73 34 2
73 35 8
73 36 9
73 37 8
73 38 5
73 39 10
73 40 4
73 41 10
73 42 10
73 43 1
73 44 4
73 45 6
73 46 9
73 47 8
73 48 10
73 49 8
73 50 6
73 51 10
73 52 7
73 53 3
73 54 3
73 55 2
73 56 9
73 57 10
73 58 1
73 59 6
73 60 3
73 61 5
73 62 6
73 63 6
73 64 9
73 65 8
73 66 7
73 67 3
73 68 9
73 69 4
73 70 2
73 71 7
73 72 9
73 74 6
73 75 6
73 76 9
73 77 4
73 78 4
73 79 4
73 80 6
73 81 4
73 82 10
73 83 5
73 84 7
73 85 3
73 86 2
73 87 10
73 88 2
73 89 1
73 90 3
73 91 1
73 92 2
73 93 7
73 94 6
73 95 8
73 96 7
73 97 4
73 98 10
73 99 5
74 0 2
74 1 6
74 2 2
74 3 8
74 4 7
74 5 7
74 6 6
74 7 2
74 8 7
74 9 8
74 10 8
74 11 9
74 12 3
74 13 10
74 14 6
74 15 5
74 16 9
74 17 4
74 18 9
74 19 4
74 20 6
74 21 5
74 22 10
74 23 7
74 24 6
74 25 4
74 26 6
74 27 4
74 28 9
74 29 7
74 30 5
74 31 6
74 32 3
74 33 5
74 34 6
74 35 9
74 36 7
74 37 6
74 38 7
74 39 2
74 40 7
74 41 6
74 42 8
74 43 8
74 44 7
74 45 2
74 46 2
74 47 3
74 48 10
74 49 10
74 50 2
74 51 7
74 52 10
74 53 3
74 54 6
74 55 3
74 56 10
74 57 9
74 58 6
74 59 2
74 60 7
74 61 7
74 62 3
74 63 2
74 64 6
74 65 8
74 66 2
74 67 5
74 68 10
74 69 5
74 70 5
74 71 5
74 72 6
74 73 3
74 75 8
74 76 1
74 77 2
74 78 3
74 79 6
74 80 2
74 81 6
74 82 9
74 83 7
74 84 7
74 85 3
74 86 3
74 87 10
74 88 2
74 89 7
74 90 7
74 91 9
74 92 4
74 93 9
74 94 5
74 95 1
74 96 10
74 97 3
74 98 6
74 99 4
75 0 2
75 1 8
75 2 9
75 3 2
75 4 2
75 5 3
75 6 7
75 7 1
75 8 7
75 9 1
75 10 6
75 11 10
75 12 2
75 13 10
75 14 2
75 15 3
75 16 2
75 17 9
75 18 4
75 19 3
75 20 7
75 21 2
75 22 4
75 23 10
75 24 4
75 25 3
75 26 3
75 27 10
75 28 4
75 29 1
75 30 2
75 31 4
75 32 3
75 33 9
75 34 7
75 35 1
75 36 3
75 37 2
75 38 4
75 39 8
75 40 6
75 41 5
75 42 5
75 43 6
75 44 6
75 45 4
75 46 5
75 47 2
75 48 10
75 49 2
75 50 7
75 51 10
75 52 5
75 53 10
75 54 10
75 55 4
75 56 10
75 57 4
75 58 8
75 59 3
75 60 4
75 61 9
75 62 10
75 63 6
75 64 1
75 65 7
75 66 6
75 67 6
75 68 2
75 69 3
75 70 5
75 71 10
75 72 9
75 73 10
75 74 10
75 76 1
75 77 3
75 78 1
75 79 10
75 80 1
75 81 3
75 82 1
75 83 6
75 84 7
75 85 3
75 86 4
75 87 10
75 88 5
75 89 5
75 90 5
75 91 6
75 92 10
75 93 5
75 94 9
75 95 1
75 96 9
75 97 9
75 98 5
75 99 5
76 0 10
76 1 1
76 2 5
76 3 3
76 4 10
76 5 4
76 6 4
76 7 2
76 8 10
76 9 8
76 10 5
76 11 8
76 12 5
76 13 5
76 14 10
76 15 8
76 16 9
76 17 2
76 18 4
76 19 1
76 20 1
76 21 1
76 22 10
76 23 7
76 24 7
76 25 7
76 26 3
76 27 7
76 28 6
76 29 6
76 30 9
76 31 9
76 32 5
76 33 7
76 34 9
76 35 1
76 36 9
76 37 5
76 38 4
76 39 4
76 40 10
76 41 3
76 42 5
76 43 3
76 44 8
76 45 1
76 46 2
76 47 4
76 48 2
76 49 1
76 50 4
76 51 8
76 52 6
76 53 1
76 54 1
76 55 8
76 56 7
76 57 5
76 58 4
76 59 10
76 60 8
76 61 2
76 62 5
76 63 1
76 64 3
76 65 5
76 66 2
76 67 4
76 68 2
76 69 10
76 70 8
76 71 1
76 72 10
76 73 4
76 74 3
76 75 8
76 77 3
76 78 8
76 79 5
76 80 5
76 81 6
76 82 5
76 83 5
76 84 4
76 85 10
76 86 7
76 87 3
76 88 3
76 89 8
76 90 6
76 91 10
76 92 9
76 93 3
76 94 10
76 95 6
76 96 6
76 97 9
76 98 1
76 99 7
77 0 4
77 1 4
77 2 1
77 3 2
77 4 2
77 5 6
77 6 7
77 7 4
77 8 7
77 9 7
77 10 5
77 11 5
77 12 5
77 13 5
77 14 1
77 15 7
77 16 1
77 17 10
77 18 4
77 19 10
77 20 2
77 21 5
77 22 10
77 23 10
77 24 5
77 25 2
77 26 10
77 27 8
77 28 10
77 29 8
77 30 7
77 31 1
77 32 2
77 33 4
77 34 8
77 35 6
77 36 1
77 37 1
77 38 7
77 39 10
77 40 3
77 41 7
77 42 6
77 43 1
77 44 8
77 45 10
77 46 8
77 47 2
77 48 7
77 49 2
77 50 1
77 51 10
77 52 6
77 53 7
77 54 9
77 55 10
77 56 5
77 57 1
77 58 2
77 59 2
77 60 10
77 61 1
77 62 9
77 63 4
77 64 9
77 65 3
77 66 5
77 67 4
77 68 1
77 69 9
77 70 6
77 71 4
77 72 10
77 73 4
77 74 3
77 75 6
77 76 1
77 78 6
77 79 5
77 80 3
77 81 6
77 82 8
77 83 5
77 84 2
77 85 6
77 86 2
77 87 9
77 88 8
77 89 10
77 90 8
77 91 7
77 92 7
77 93 2
77 94 6
77 95 6
77 96 9
77 97 9
77 98 1
77 99 3
78 0 6
78 1 6
78 2 1
78 3 10
78 4 3
78 5 10
78 6 2
78 7 3
78 8 7
78 9 5
78 10 8
78 11 3
78 12 7
78 13 5
78 14 1
78 15 1
78 16 7
78 17 6
78 18 8
78 19 5
78 20 8
78 21 8
78 22 3
78 23 4
78 24 4
78 25 8
78 26 2
78 27 1
78 28 2
78 29 1
78 30 3
78 31 5
78 32 1
78 33 7
78 34 9
78 35 9
78 36 4
78 37 4
78 38 5
78 39 8
78 40 5
78 41 3
78 42 8
78 43 3
78 44 2
78 45 4
78 46 4
78 47 10
78 48 1
78 49 3
78 50 7
78 51 6
78 52 3
78 53 10
78 54 8
78 55 2
78 56 4
78 57 3
78 58 3
78 59 7
78 60 3
78 61 3
78 62 6
78 63 3
78 64 5
78 65 4
78 66 5
78 67 6
78 68 3
78 69 1
78 70 4
78 71 6
78 72 9
78 73 1
78 74 4
78 75 4
78 76 5
78 77 9
78 79 4
78 80 8
78 81 7
78 82 4
78 83 10
78 84 9
78 85 5
78 86 10
78 87 8
78 88 6
78 89 6
78 90 1
78 91 7
78 92 10
78 93 10
78 94 1
78 95 1
78 96 8
78 97 7
78 98 2
78 99 3
79 0 10
79 1 9
79 2 9
79 3 1
79 4 3
79 5 8
79 6 4
79 7 9
79 8 5
79 9 2
79 10 10
79 11 3
79 12 10
79 13 8
79 14 10
79 15 9
79 16 1
79 17 3
79 18 2
79 19 4
79 20 9
79 21 2
79 22 3
79 23 6
79 24 9
79 25 2
79 26 6
79 27 4
79 28 9
79 29 2
79 30 10
79 31 9
79 32 8
79 33 9
79 34 1
79 35 4
79 36 6
79 37 3
79 38 7
79 39 2
79 40 6
79 41 9
79 42 2
79 43 8
79 44 4
79 45 5
79 46 4
79 47 1
79 48 7
79 49 8
79 50 1
79 51 4
79 52 6
79 53 1
79 54 1
79 55 1
79 56 3
79 57 2
79 58 1
79 59 8
79 60 10
79 61 8
79 62 3
79 63 3
79 64 2
79 65 5
79 66 1
79 67 10
79 68 8
79 69 5
79 70 3
79 71 5
79 72 7
79 73 2
79 74 10
79 75 10
79 76 5
79 77 8
79 78 8
79 80 6
79 81 5
79 82 1
79 83 5
79 84 9
79 85 3
79 86 7
79 87 5
79 88 2
79 89 3
79 90 5
79 91 8
79 92 9
79 93 3
79 94 2
79 95 6
79 96 1
79 97 5
79 98 4
79 99 1
80 0 10
80 1 3
80 2 4
80 3 8
80 4 9
80 5 1
80 6 3
80 7 7
80 8 7
80 9 7
80 10 2
80 11 6
80 12 1
80 13 5
80 14 9
80 15 4
80 16 5
80 17 8
80 18 2
80 19 2
80 20 7
80 21 9
80 22 2
80 23 2
80 24 7
80 25 8
80 26 10
80 27 10
80 28 7
80 29 6
80 30 5
80 31 5
80 32 7
80 33 7
80 34 9
80 35 4
80 36 9
80 37 4
80 38 4
80 39 8
80 40 2
80 41 4
80 42 1
80 43 8
80 44 6
80 45 3
80 46 8
80 47 9
80 48 8
80 49 10
80 50 8
80 51 2
80 52 5
80 53 3
80 54 1
80 55 9
80 56 4
80 57 3
80 58 5
80 59 2
80 60 6
80 61 7
80 62 10
80 63 2
80 64 2
80 65 3
80 66 1
80 67 6
80 68 6
80 69 2
80 70 2
80 71 5
80 72 10
80 73 8
80 74 1
80 75 8
80 76 6
80 77 6
80 78 5
80 79 2
80 81 4
80 82 8
80 83 7
80 84 10
80 85 6
80 86 6
80 87 3
80 88 2
80 89 6
80 90 5
80 91 8
80 92 2
80 93 2
80 94 9
80 95 1
80 96 3
80 97 1
80 98 6
80 99 7
81 0 3
81 1 7
81 2 7
81 3 2
81 4 5
81 5 1
81 6 4
81 7 3
81 8 8
81 9 10
81 10 10
81 11 5
81 12 7
81 13 5
81 14 5
81 15 2
81 16 6
81 17 3
81 18 1
81 19 5
81 20 8
81 21 1
81 22 3
81 23 8
81 24 8
81 25 9
81 26 10
81 27 2
81 28 8
81 29 9
81 30 7
81 31 3
81 32 6
81 33 7
81 34 10
81 35 3
81 36 3
81 37 1
81 38 1
81 39 8
81 40 5
81 41 6
81 42 6
81 43 2
81 44 5
81 45 4
81 46 4
81 47 5
81 48 1
81 49 2
81 50 5
81 51 3
81 52 1
81 53 3
81 54 1
81 55 3
81 56 7
81 57 5
81 58 1
81 59 5
81 60 8
81 61 4
81 62 10
81 63 5
81 64 8
81 65 6
81 66 6
81 67 7
81 68 1
81 69 4
81 70 5
81 71 10
81 72 7
81 73 4
81 74 5
81 75 4
81 76 10
81 77 9
81 78 9
81 79 7
81 80 7
81 82 8
81 83 1
81 84 6
81 85 3
81 86 8
81 87 5
81 88 4
81 89 9
81 90 9
81 91 10
81 92 10
81 93 8
81 94 1
81 95 7
81 96 5
81 97 1
81 98 10
81 99 3
82 0 5
82 1 5
82 2 3
82 3 5
82 4 8
82 5 5
82 6 5
82 7 2
82 8 2
82 9 6
82 10 8
82 11 2
82 12 7
82 13 4
82 14 5
82 15 5
82 16 8
82 17 1
82 18 3
82 19 3
82 20 2
82 21 6
82 22 10
82 23 9
82 24 3
82 25 9
82 26 1
82 27 1
82 28 7
82 29 5
82 30 9
82 31 7
82 32 6
82 33 5
82 34 2
82 35 1
82 36 1
82 37 10
82 38 1
82 39 1
82 40 1
82 41 9
82 42 5
82 43 2
82 44 5
82 45 8
82 46 5
82 47 5
82 48 2
82 49 4
82 50 9
82 51 7
82 52 6
82 53 8
82 54 2
82 55 10
82 56 3
82 57 2
82 58 10
82 59 9
82 60 7
82 61 6
82 62 1
82 63 9
82 64 8
82 65 6
82 66 5
82 67 3
82 68 7
82 69 7
82 70 4
82 71 10
82 72 8
82 73 5
82 74 8
82 75 7
82 76 9
82 77 4
82 78 5
82 79 3
82 80 3
82 81 10
82 83 8
82 84 5
82 85 8
82 86 10
82 87 7
82 88 9
82 89 1
82 90 8
82 91 1
82 92 5
82 93 5
82 94 8
82 95 1
82 96 6
82 97 4
82 98 2
82 99 9
83 0 8
83 1 5
83 2 9
83 3 4
83 4 6
83 5 6
83 6 7
83 7 4
83 8 10
83 9 3
83 10 4
83 11 4
83 12 7
83 13 4
83 14 2
83 15 5
83 16 4
83 17 8
83 18 2
83 19 5
83 20 8
83 21 1
83 22 2
83 23 7
83 24 9
83 25 6
83 26 9
83 27 8
83 28 1
83 29 3
83 30 4
83 31 6
83 32 2
83 33 3
83 34 7
83 35 8
83 36 1
83 37 3
83 38 3
83 39 4
83 40 9
83 41 3
83 42 4
83 43 6
83 44 8
83 45 2
83 46 10
83 47 7
83 48 2
83 49 2
83 50 6
83 51 1
83 52 5
83 53 1
83 54 8
83 55 3
83 56 6
83 57 2
83 58 1
83 59 6
83 60 9
83 61 4
83 62 5
83 63 7
83 64 3
83 65 2
83 66 3
83 67 3
83 68 2
83 69 3
83 70 10
83 71 10
83 72 8
83 73 7
83 74 6
83 75 6
83 76 2
83 77 10
83 78 5
83 79 4
83 80 8
83 81 4
83 82 7
83 84 8
83 85 7
83 86 5
83 87 5
83 88 6
83 89 9
83 90 10
83 91 6
83 92 4
83 93 8
83 94 2
83 95 9
83 96 7
83 97 8
83 98 3
83 99 10
84 0 2
84 1 2
84 2 5
84 3 9
84 4 2
84 5 7
84 6 5
84 7 4
84 8 9
84 9 8
84 10 4
84 11 3
84 12 7
84 13 7
84 14 1
84 15 6
84 16 10
84 17 8
84 18 7
84 19 5
84 20 7
84 21 9
84 22 5
84 23 10
84 24 5
84 25 6
84 26 4
84 27 5
84 28 1
84 29 9
84 30 3
84 31 3
84 32 9
84 33 8
84 34 10
84 35 1
84 36 2
84 37 3
84 38 7
84 39 4
84 40 4
84 41 2
84 42 6
84 43 5
84 44 8
84 45 1
84 46 3
84 47 6
84 48 9
84 49 5
84 50 7
84 51 5
84 52 7
84 53 8
84 54 1
84 55 2
84 56 8
84 57 1
84 58 5
84 59 2
84 60 8
84 61 8
84 62 2
84 63 10
84 64 1
84 65 1
84 66 5
84 67 8
84 68 8
84 69 5
84 70 3
84 71 7
84 72 4
84 73 5
84 74 1
84 75 4
84 76 8
84 77 8
84 78 5
84 79 4
84 80 8
84 81 6
84 82 5
84 83 9
84 85 9
84 86 1
84 87 4
84 88 3
84 89 3
84 90 6
84 91 6
84 92 7
84 93 5
84 94 7
84 95 2
84 96 4
84 97 8
84 98 5
84 99 4
85 0 4
85 1 2
85 2 9
85 3 3
85 4 7
85 5 8
85 6 1
85 7 5
85 8 3
85 9 6
85 10 4
85 11 10
85 12 6
85 13 5
85 14 9
85 15 7
85 16 3
85 17 7
85 18 3
85 19 6
85 20 3
85 21 1
85 22 9
85 23 2
85 24 3
85 25 10
85 26 2
85 27 5
85 28 5
85 29 4
85 30 2
85 31 7
85 32 4
85 33 1
85 34 1
85 35 6
85 36 8
85 37 2
85 38 3
85 39 1
85 40 7
85 41 2
85 42 10
85 43 9
85 44 6
85 45 9
85 46 7
85 47 2
85 48 8
85 49 3
85 50 10
85 51 4
85 52 3
85 53 4
85 54 2
85 55 2
85 56 6
85 57 5
85 58 4
85 59 3
85 60 2
85 61 1
85 62 4
85 63 9
85 64 5
85 65 8
85 66 7
85 67 5
85 68 9
85 69 2
85 70 5
85 71 1
85 72 3
85 73 2
85 74 4
85 75 10
85 76 10
85 77 6
85 78 8
85 79 6
85 80 10
85 81 3
85 82 5
85 83 10
85 84 1
85 86 7
85 87 7
85 88 5
85 89 7
85 90 7
85 91 9
85 92 5
85 93 2
85 94 4
85 95 5
85 96 8
85 97 8
85 98 5
85 99 9
86 0 6
86 1 10
86 2 6
86 3 1
86 4 3
86 5 6
86 6 6
86 7 8
86 8 4
86 9 6
86 10 2
86 11 1
86 12 6
86 13 1
86 14 10
86 15 9
86 16 4
86 17 2
86 18 6
86 19 8
86 20 2
86 21 9
86 22 5
86 23 10
86 24 10
86 25 3
86 26 2
86 27 4
86 28 2
86 29 6
86 30 9
86 31 1
86 32 10
86 33 2
86 34 1
86 35 8
86 36 8
86 37 3
86 38 10
86 39 9
86 40 5
86 41 3
86 42 5
86 43 4
86 44 5
86 45 5
86 46 3
86 47 9
86 48 8
86 49 7
86 50 3
86 51 2
86 52 6
86 53 9
86 54 5
86 55 2
86 56 8
86 57 7
86 58 6
86 59 8
86 60 8
86 61 3
86 62 7
86 63 9
86 64 4
86 65 10
86 66 9
86 67 4
86 68 1
86 69 10
86 70 10
86 71 2
86 72 1
86 73 8
86 74 4
86 75 8
86 76 1
86 77 9
86 78 9
86 79 3
86 80 7
86 81 8
86 82 1
86 83 7
86 84 1
86 85 2
86 87 5
86 88 3
86 89 5
86 90 10
86 91 3
86 92 2
86 93 9
86 94 8
86 95 8
86 96 5
86 97 2
86 98 4
86 99 9
87 0 7
87 1 8
87 2 3
87 3 10
87 4 8
87 5 1
87 6 6
87 7 7
87 8 10
87 9 7
87 10 9
87 11 5
87 12 5
87 13 8
87 14 8
87 15 2
87 16 7
87 17 3
87 18 2
87 19 5
87 20 2
87 21 6
87 22 10
87 23 2
87 24 6
87 25 7
87 26 8
87 27 5
87 28 3
87 29 1
87 30 4
87 31 3
87 32 10
87 33 1
87 34 4
87 35 1
87 36 8
87 37 6
87 38 3
87 39 7
87 40 2
87 41 10
87 42 7
87 43 1
87 44 10
87 45 4
87 46 6
87 47 1
87 48 2
87 49 10
87 50 10
87 51 2
87 52 2
87 53 6
87 54 5
87 55 6
87 56 4
87 57 4
87 58 1
87 59 6
87 60 4
87 61 5
87 62 4
87 63 4
87 64 5
87 65 6
87 66 5
87 67 5
87 68 7
87 69 3
87 70 5
87 71 4
87 72 5
87 73 5
87 74 10
87 75 7
87 76 6
87 77 7
87 78 6
87 79 4
87 80 5
87 81 6
87 82 5
87 83 1
87 84 7
87 85 4
87 86 5
87 88 9
87 89 10
87 90 10
87 91 7
87 92 10
87 93 8
87 94 1
87 95 5
87 96 9
87 97 6
87 98 4
87 99 3
88 0 1
88 1 1
88 2 7
88 3 4
88 4 4
88 5 6
88 6 5
88 7 5
88 8 2
88 9 10
88 10 1
88 11 7
88 12 7
88 13 2
88 14 1
88 15 1
88 16 6
88 17 8
88 18 7
88 19 5
88 20 10
88 21 3
88 22 10
88 23 10
88 24 8
88 25 10
88 26 1
88 27 7
88 28 2
88 29 6
88 30 6
88 31 7
88 32 3
88 33 6
88 34 6
88 35 5
88 36 6
88 37 8
88 38 4
88 39 5
88 40 8
88 41 2
88 42 1
88 43 1
88 44 7
88 45 3
88 46 6
88 47 1
88 48 4
88 49 10
88 50 1
88 51 4
88 52 8
88 53 8
88 54 6
88 55 6
88 56 2
88 57 2
88 58 3
88 59 1
88 60 9
88 61 4
88 62 7
88 63 1
88 64 2
88 65 4
88 66 8
88 67 4
88 68 2
88 69 3
88 70 4
88 71 2
88 72 1
88 73 7
88 74 10
88 75 7
88 76 1
88 77 5
88 78 2
88 79 5
88 80 8
88 81 4
88 82 4
88 83 5
88 84 1
88 85 1
88 86 4
88 87 9
88 89 2
88 90 4
88 91 6
88 92 7
88 93 1
88 94 9
88 95 1
88 96 10
88 97 5
88 98 2
88 99 6
89 0 10
89 1 3
89 2 4
89 3 8
89 4 2
89 5 2
89 6 9
89 7 10
89 8 3
89 9 1
89 10 3
89 11 1
89 12 9
89 13 1
89 14 2
89 15 3
89 16 4
89 17 10
89 18 6
89 19 1
89 20 8
89 21 4
89 22 4
89 23 2
89 24 3
89 25 10
89 26 8
89 27 5
89 28 3
89 29 9
89 30 9
89 31 3
89 32 6
89 33 7
89 34 8
89 35 5
89 36 2
89 37 9
89 38 9
89 39 7
89 40 10
89 41 4
89 42 1
89 43 9
89 44 8
89 45 2
89 46 3
89 47 8
89 48 9
89 49 3
89 50 4
89 51 7
89 52 3
89 53 10
89 54 5
89 55 8
89 56 1
89 57 7
89 58 6
89 59 6
89 60 1
89 61 6
89 62 7
89 63 9
89 64 6
89 65 1
89 66 10
89 67 7
89 68 10
89 69 3
89 70 4
89 71 1
89 72 8
89 73 4
89 74 7
89 75 7
89 76 6
89 77 1
89 78 2
89 79 1
89 80 7
89 81 6
89 82 8
89 83 3
89 84 4
89 85 2
89 86 6
89 87 1
89 88 7
89 90 10
89 91 5
89 92 6
89 93 7
89 94 4
89 95 5
89 96 10
89 97 9
89 98 5
89 99 2
90 0 2
90 1 5
90 2 3
90 3 4
90 4 8
90 5 4
90 6 4
90 7 7
90 8 2
90 9 3
90 10 1
90 11 7
90 12 10
90 13 8
90 14 3
90 15 7
90 16 1
90 17 8
90 18 7
90 19 8
90 20 4
90 21 2
90 22 5
90 23 5
90 24 1
90 25 10
90 26 1
90 27 6
90 28 7
90 29 9
90 30 8
90 31 2
90 32 1
90 33 1
90 34 10
90 35 9
90 36 10
90 37 6
90 38 10
90 39 9
90 40 1
90 41 4
90 42 2
90 43 1
90 44 9
90 45 3
90 46 10
90 47 9
90 48 4
90 49 1
90 50 5
90 51 3
90 52 1
90 53 10
90 54 8
90 55 8
90 56 4
90 57 5
90 58 6
90 59 2
90 60 5
90 61 8
90 62 8
90 63 8
90 64 3
90 65 9
90 66 7
90 67 1
90 68 7
90 69 4
90 70 5
90 71 1
90 72 9
90 73 3
90 74 8
90 75 8
90 76 10
90 77 5
90 78 4
90 79 2
90 80 3
90 81 9
90 82 7
90 83 7
90 84 7
90 85 10
90 86 10
90 87 2
90 88 2
90 89 10
90 91 7
90 92 1
90 93 3
90 94 6
90 95 4
90 96 1
90 97 10
90 98 2
90 99 9
91 0 9
91 1 4
91 2 8
91 3 7
91 4 2
91 5 10
91 6 1
91 7 3
91 8 10
91 9 5
91 10 9
91 11 3
91 12 7
91 13 1
91 14 4
91 15 1
91 16 2
91 17 2
91 18 8
91 19 10
91 20 3
91 21 8
91 22 7
91 23 8
91 24 3
91 25 2
91 26 6
91 27 2
91 28 10
91 29 2
91 30 3
91 31 8
91 32 10
91 33 6
91 34 3
91 35 8
91 36 3
91 37 9
91 38 10
91 39 10
91 40 10
91 41 8
91 42 1
91 43 2
91 44 9
91 45 2
91 46 5
91 47 5
91 48 8
91 49 9
91 50 10
91 51 10
91 52 9
91 53 10
91 54 3
91 55 4
91 56 3
91 57 3
91 58 10
91 59 4
91 60 5
91 61 1
91 62 5
91 63 3
91 64 9
91 65 1
91 66 8
91 67 8
91 68 5
91 69 2
91 70 10
91 71 3
91 72 10
91 73 6
91 74 6
91 75 10
91 76 6
91 77 1
91 78 5
91 79 2
91 80 9
91 81 6
91 82 2
91 83 1
91 84 4
91 85 9
91 86 7
91 87 7
91 88 1
91 89 10
91 90 3
91 92 9
91 93 4
91 94 10
91 95 2
91 96 9
91 97 10
91 98 7
91 99 1
92 0 10
92 1 10
92 2 7
92 3 9
92 4 6
92 5 1
92 6 3
92 7 10
92 8 1
92 9 1
92 10 4
92 11 8
92 12 8
92 13 2
92 14 3
92 15 10
92 16 4
92 17 3
92 18 6
92 19 4
92 20 10
92 21 9
92 22 9
92 23 10
92 24 4
92 25 7
92 26 1
92 27 10
92 28 5
92 29 5
92 30 6
92 31 9
92 32 5
92 33 10
92 34 2
92 35 5
92 36 5
92 37 5
92 38 3
92 39 2
92 40 4
92 41 2
92 42 2
92 43 7
92 44 7
92 45 10
92 46 6
92 47 3
92 48 8
92 49 6
92 50 8
92 51 6
92 52 7
92 53 9
92 54 5
92 55 9
92 56 7
92 57 9
92 58 1
92 59 3
92 60 7
92 61 8
92 62 10
92 63 1
92 64 4
92 65 4
92 66 2
92 67 2
92 68 7
92 69 5
92 70 8
92 71 7
92 72 6
92 73 6
92 74 1
92 75 5
92 76 4
92 77 8
92 78 2
92 79 10
92 80 1
92 81 5
92 82 10
92 83 5
92 84 6
92 85 7
92 86 1
92 87 10
92 88 10
92 89 10
92 90 8
92 91 8
92 93 10
92 94 5
92 95 5
92 96 5
92 97 4
92 98 3
92 99 2
93 0 10
93 1 1
93 2 8
93 3 6
93 4 6
93 5 10
93 6 10
93 7 10
93 8 5
93 9 3
93 10 8
93 11 1
93 12 2
93 13 3
93 14 5
93 15 9
93 16 10
93 17 7
93 18 9
93 19 8
93 20 6
93 21 3
93 22 3
93 23 9
93 24 2
93 25 4
93 26 8
93 27 6
93 28 9
93 29 5
93 30 10
93 31 6
93 32 7
93 33 5
93 34 8
93 35 2
93 36 3
93 37 2
93 38 9
93 39 10
93 40 8
93 41 9
93 42 2
93 43 6
93 44 3
93 45 3
93 46 1
93 47 2
93 48 9
93 49 8
93 50 3
93 51 8
93 52 7
93 53 6
93 54 4
93 55 4
93 56 6
93 57 8
93 58 10
93 59 2
93 60 6
93 61 3
93 62 5
93 63 6
93 64 5
93 65 8
93 66 3
93 67 3
93 68 5
93 69 1
93 70 6
93 71 1
93 72 4
93 73 6
93 74 10
93 75 1
93 76 1
93 77 4
93 78 4
93 79 9
93 80 8
93 81 7
93 82 2
93 83 3
93 84 10
93 85 9
93 86 10
93 87 7
93 88 8
93 89 8
93 90 4
93 91 3
93 92 1
93 94 2
93 95 4
93 96 1
93 97 10
93 98 3
93 99 8
94 0 7
94 1 1
94 2 2
94 3 9
94 4 3
94 5 2
94 6 3
94 7 2
94 8 1
94 9 2
94 10 6
94 11 9
94 12 7
94 13 5
94 14 7
94 15 3
94 16 8
94 17 3
94 18 2
94 19 4
94 20 5
